# Temps Uc Ur
0.00152 3.99051741002672 1.00948258997328
0.00153 4.00108781125927 0.998912188740726
0.00154 4.01154752867882 0.988452471321177
0.00155 4.02189772126753 0.978102278732469
0.00156 4.03213953587173 0.967860464128268
0.00157 4.04227410732901 0.957725892670993
0.00158 4.05230255859393 0.947697441406071
0.00159 4.0622260008625 0.937773999137502
0.0016 4.07204553369525 0.927954466304746
0.00161 4.08176224513912 0.918237754860879
0.00162 4.09137721184797 0.90862278815203
0.00163 4.10089149920191 0.899108500798089
0.00164 4.11030616142534 0.889693838574658
0.00165 4.11962224170377 0.880377758296233
0.00166 4.12884077229938 0.871159227700622
0.00167 4.13796277466544 0.862037225334561
0.00168 4.14698925955947 0.853010740440529
0.00169 4.15592122715524 0.844078772844762
0.0017 4.16475966715358 0.835240332846422
0.00171 4.17350555889207 0.826494441107933
0.00172 4.18215987145353 0.81784012854647
0.00173 4.19072356377342 0.809276436226579
0.00174 4.19919758474608 0.800802415253924
0.00175 4.20758287332986 0.792417126670141
0.00176 4.2158803586512 0.784119641348805
0.00177 4.22409096010753 0.775909039892468
0.00178 4.2322155874692 0.767784412530798
0.00179 4.24025514098024 0.759744859019762
0.0018 4.24821051145812 0.751789488541883
0.00181 4.25608258039247 0.743917419607527
0.00182 4.26387222004277 0.736127779957235
0.00183 4.27158029353493 0.72841970646507
0.00184 4.27920765495702 0.720792345042981
0.00185 4.28675514945384 0.713244850546165
0.00186 4.29422361332058 0.705776386679418
0.00187 4.30161387409552 0.698386125904482
0.00188 4.30892675065167 0.691073249348332
0.00189 4.31616305328754 0.683836946712455
0.0019 4.32332358381694 0.676676416183064
0.00191 4.33040913565775 0.669590864342245
0.00192 4.33742049391995 0.662579506080053
0.00193 4.34435843549249 0.655641564507512
0.00194 4.35122372912946 0.648776270870536
0.00195 4.35801713553526 0.641982864464744
0.00196 4.36473940744882 0.635260592551175
0.00197 4.37139128972712 0.628608710272877
0.00198 4.37797351942762 0.622026480572375
0.00199 4.38448682588999 0.615513174110006
